,SectorId,Sector,IndustryGroupId,IndustryGroup,IndustryId,Industry,SubIndustryId,SubIndustry,SubIndustryDescription,climate_risk,risk_mitigation
93,35,Health Care,3510,Health Care Equipment & Services,351020,Health Care Providers & Services,35102015,Health Care Services,"Providers of patient health care services not classified elsewhere. Includes dialysis centers, lab testing services, and pharmacy management services. Also includes companies providing business support services to health care providers, such as clerical support services, collection agency services, staffing services and outsourced sales & marketing services","['Extreme weather events leading to disruption of operations', 'Increased frequency and severity of infectious diseases affecting patients and staff', 'Rising energy costs impacting operational expenses', 'Regulatory changes affecting healthcare policies and reimbursement rates', 'Supply chain disruptions for medical supplies and medications', 'Data security breaches compromising patient information', 'Increased liability risks due to medical errors', 'Reputational damage from public scrutiny of patient care practices']","['Implementing regular security updates', 'Training employees on cybersecurity best practices', 'Enhancing network security measures', 'Establishing a response plan for cyberattacks', 'Regularly backing up important data']"
94,35,Health Care,3510,Health Care Equipment & Services,351020,Health Care Providers & Services,35102020,Health Care Facilities,"Owners and operators of health care facilities, including hospitals, nursing homes, rehabilitation centers and animal hospitals.","[
  'Increased frequency and intensity of extreme weather events impacting facilities',
  'Risk of damage to infrastructure from flooding or hurricanes',
  'Health risks to patients and staff due to heatwaves',
  'Increased spread of infectious diseases due to changing climate patterns',
  'Higher costs of energy and utilities due to climate-related changes',
  'Inability to provide sufficient care during emergencies caused by climate-related disasters'
]","['Identify potential risks early', 'Develop a comprehensive risk management plan', 'Implement regular risk assessments', 'Train employees on risk management strategies', 'Establish clear communication channels for reporting risks']"
95,35,Health Care,3510,Health Care Equipment & Services,351020,Health Care Providers & Services,35102030,Managed Health Care,Owners and operators of Health Maintenance Organizations (HMOs) and other managed plans.,"['Extreme weather events impacting healthcare facilities and operations', 'Increased frequency of infectious diseases affecting member populations', 'Changes in temperature and air quality impacting health outcomes', 'Regulatory changes related to climate policies affecting reimbursement rates and financial stability']","['Implementing strict access controls for sensitive data', 'Regularly updating software and security measures', 'Training employees on cybersecurity best practices', 'Establishing a response plan in case of a data breach']"
96,35,Health Care,3510,Health Care Equipment & Services,351030,Health Care Technology,35103010,Health Care Technology,"Companies providing information technology services primarily to health care providers. Includes companies providing application, systems and/or data processing software, internet-based tools, and IT consulting services to doctors, hospitals or businesses operating primarily in the Health Care Sector","[
'Potential operational disruptions due to extreme weather events',
'Rising energy costs impacting data centers and operations',
'Increasing regulations around data privacy and security in the healthcare industry',
'Negative impact on business operations due to climate change related health crises',
'Increased vulnerability to cyber attacks and data breaches in times of crisis or disaster'
]","['Implement continuous monitoring procedures', 'Train employees on proper security protocols', 'Regularly update software and systems', 'Back up data regularly', 'Implement multi-factor authentication']"
97,35,Health Care,3520,"Pharmaceuticals, Biotechnology & Life Sciences",352010,Biotechnology,35201010,Biotechnology,"Companies primarily engaged in the research, development, manufacturing and/or marketing of products based on genetic analysis and genetic engineering. Includes companies specializing in protein-based therapeutics to treat human diseases. Excludes companies manufacturing products using biotechnology but without a health care application.","[
    'Increased regulatory scrutiny due to potential ethical concerns',
    'Supply chain disruptions due to extreme weather events',
    'Decreased crop yields affecting raw material sourcing for genetic engineering products',
    'Litigation risk related to potential health and safety concerns of genetic engineering products',
    'Loss of investors and customers due to negative perception of genetic engineering in healthcare industry'
]","['Ensure regular backups of data', 'Implement strong cybersecurity measures', 'Train employees on security best practices', 'Have a disaster recovery plan in place']"
98,35,Health Care,3520,"Pharmaceuticals, Biotechnology & Life Sciences",352020,Pharmaceuticals,35202010,Pharmaceuticals,"Companies engaged in the research, development or production of pharmaceuticals. Includes veterinary drugs.","['Extreme weather events', 'Supply chain disruptions', 'Regulatory changes', 'Increased disease prevalence in animals', 'Water scarcity']","['Identifying potential risks early, developing contingency plans, regular monitoring and evaluation of risks, establishing communication channels for reporting and addressing risks, conducting training and education sessions on risk management']"
99,35,Health Care,3520,"Pharmaceuticals, Biotechnology & Life Sciences",352030,Life Sciences Tools & Services,35203010,Life Sciences Tools & Services,"Companies enabling the drug discovery, development and production continuum by providing analytical tools, instruments, consumables & supplies, clinical trial services and contract research services. Includes firms primarily servicing the pharmaceutical and biotechnology industries.","['Extreme weather events', 'Regulatory changes related to climate policies', 'Supply chain disruptions due to climate impacts', 'Decreased availability of resources due to climate change', 'Financial risks associated with climate-related lawsuits or fines']","['Developing a risk management plan', 'Regularly reviewing and updating risk assessments', 'Implementing redundancy measures', 'Establishing a crisis response team', 'Training staff on risk management procedures']"
100,40,Financials,4010,Banks,401010,Banks,40101010,Diversified Banks,"Large, geographically diverse banks with a national footprint whose revenues are derived primarily from conventional banking operations, have significant business activity in retail banking and small and medium corporate lending, and provide a diverse range of financial services. Excludes banks classified in the Regional Banks and Thrifts & Mortgage Finance Sub-Industries. Also excludes investment banks classified in the Investment Banking & Brokerage Sub-Industry.","[""1. Regulatory risk from potential climate change legislation affecting banking operations."",
""2. Credit risk from increased loan defaults due to climate-related events impacting borrowers' ability to repay."",
""3. Operational risk from climate-related disruptions to physical bank branches and offices."",
""4. Reputational risk from customers and stakeholders criticizing the bank's response to climate change."",
""5. Transition risk from the shift towards low-carbon economy impacting the bank's traditional revenue streams.""]","['Implementing regular security patches and updates', 'Training employees on cybersecurity best practices', 'Encrypting sensitive data', 'Implementing multi-factor authentication', 'Regularly backing up data']"
101,40,Financials,4010,Banks,401010,Banks,40101015,Regional Banks,Commercial banks whose businesses are derived primarily from conventional banking operations and have significant business activity in retail banking and small and medium corporate lending. Regional banks tend to operate in limited geographic regions. Excludes companies classified in the Diversified Banks and Thrifts & Mortgage Banks sub-industries. Also excludes investment banks classified in the Investment Banking & Brokerage Sub-Industry.,"['Physical risks related to extreme weather events such as floods or hurricanes',
'Operational risks related to disruptions in banking services due to climate-related events',
'Reputational risks from customers and stakeholders due to perceived lack of environmental responsibility',
'Regulatory risks related to new climate-related laws and regulations impacting banking operations']","['Ensure regular back-ups of data', 'Implement a robust cybersecurity system', 'Provide ongoing training for employees on security best practices', 'Establish a crisis response plan', 'Utilize encryption for sensitive data']"
102,40,Financials,4010,Banks,401020,Thrifts & Mortgage Finance,40102010,Thrifts & Mortgage Finance,"Financial institutions providing mortgage and mortgage related services. These include financial institutions whose assets are primarily mortgage related, savings & loans, mortgage lending institutions, building societies and companies providing insurance to mortgage banks.","['Climate change impacts on property values', 'Increased frequency of extreme weather events affecting loan portfolios', 'Regulatory changes impacting financing options for mortgage applicants in high-risk areas', 'Risk of insurance claims due to climate-related damage to mortgaged properties', 'Potential for increased default rates on mortgages due to climate impacts on borrowers' finances']","['Ensure regular maintenance checks on equipment', 'Implement a fire safety protocol', 'Train employees on emergency procedures', 'Invest in cyber security measures']"
103,40,Financials,4020,Diversified Financials,402010,Diversified Financial Services,40201020,Other Diversified Financial Services,"Providers of a diverse range of financial services and/or with some interest in a wide range of financial services including banking, insurance and capital markets, but with no dominant business line. Excludes companies classified in the Regional Banks and Diversified Banks Sub-Industries.","[
""Regulatory changes affecting investment strategies and returns"",
""Physical risks from extreme weather events impacting assets and operations"",
""Transition risks from shifting market preferences towards sustainable investments"",
""Reputational risks from not addressing climate concerns in business operations"",
""Legal risks from potential climate-related lawsuits or liabilities"",
""Economic risks from carbon pricing or other climate-related financial impacts"",
""Supply chain risks from disruptions due to climate-related events"",
""Insurance risks from increased claims related to climate change""
]","['Ensure regular backups of data', 'Implement security measures such as firewalls and antivirus software', 'Train employees on cybersecurity best practices', 'Constantly monitor and update security protocols', 'Have a response plan in place in case of a breach']"
104,40,Financials,4020,Diversified Financials,402010,Diversified Financial Services,40201030,Multi-Sector Holdings,"A company with significantly diversified holdings across three or more sectors, none of which contributes a majority of profit and/or sales. Stakes held are predominantly of a non-controlling nature. Includes diversified financial companies where stakes held are of a controlling nature. Excludes other diversified companies classified in the Industrials Conglomerates Sub-Industry.","['Physical risks related to extreme weather events such as hurricanes, floods, and wildfires', 'Supply chain disruptions due to climate-related events', 'Regulatory changes impacting operations in various sectors', 'Decreased consumer demand for products or services due to changing climate attitudes', 'Increased insurance premiums for various holdings due to climate risks']","['Have a backup plan in place', 'Regularly update software for security patches', 'Conduct regular security audits', 'Implement multi-factor authentication', 'Train employees on security best practices']"
105,40,Financials,4020,Diversified Financials,402010,Diversified Financial Services,40201040,Specialized Finance,"Providers of specialized financial services not classified elsewhere. Companies in this sub-industry derive a majority of revenue from one specialized line of business. 
 Includes, but not limited to, commercial financing companies, central banks, leasing institutions, factoring services, and specialty boutiques. Excludes companies classified in the Financial Exchanges & Data sub-industry.","['1. Risk of increasing costs due to climate change-related regulations affecting financial services operations', '2. Risk of credit exposure to industries vulnerable to climate-related risks', '3. Risk of reputation damage due to lack of climate-friendly financial products and services', '4. Risk of physical damage to infrastructure from extreme weather events', '5. Risk of regulatory fines or legal action for inadequate disclosure of climate risks in financial reports']","['Train employees on cybersecurity best practices', 'Implement regular software updates and patches', 'Use multi-factor authentication for sensitive accounts', 'Regularly backup data', 'Implement intrusion detection and prevention systems']"
106,40,Financials,4020,Diversified Financials,402020,Consumer Finance,40202010,Consumer Finance,"Providers of consumer finance services, including personal credit, credit cards, lease financing, travel-related money services and pawn shops. Excludes mortgage lenders classified in the Thrifts & Mortgage Finance Sub-Industry.","['increased insurance costs due to extreme weather events', 'higher default rates on personal loans due to economic disruptions from climate change', 'loss of revenue from disruptions to travel-related money services due to climate-related disasters', 'decreased value of collateral in pawn shops due to climate-related damages']","Sorry, I am unable to provide an unformatted list in JSON format as requested. However, I can help with answering the question in a different format if needed. Let me know how you would like to proceed."
107,40,Financials,4020,Diversified Financials,402030,Capital Markets,40203010,Asset Management & Custody Banks,"Financial institutions primarily engaged in investment management and/or related custody and securities fee-based services. Includes companies operating mutual funds, closed-end funds and unit investment trusts. Excludes banks and other financial institutions primarily involved in commercial lending, investment banking, brokerage and other specialized financial activities.","['Climate-related risks for a company in the investment management industry may include:
- Increasing frequency and severity of extreme weather events affecting investment portfolios
- Transition risks related to shifting regulations and market preferences towards renewable energy and sustainable investments
- Physical risks such as rising sea levels and natural disasters impacting the value of assets
- Legal and liability risks from failure to accurately assess and disclose climate-related impacts on investments
- Reputational risks from failing to integrate climate considerations into investment strategies and client communications']","['Ensure regular backups of important data', 'Implement multi-factor authentication for all employees', 'Regularly update software and security patches', 'Train employees on cybersecurity best practices', 'Invest in a robust firewall and intrusion detection system']"
108,40,Financials,4020,Diversified Financials,402030,Capital Markets,40203020,Investment Banking & Brokerage,"Financial institutions primarily engaged in investment banking & brokerage services, including equity and debt underwriting, mergers and acquisitions, securities lending and advisory services. Excludes banks and other financial institutions primarily involved in commercial lending, asset management and specialized financial activities.","['Regulatory changes impacting investments', 'Market volatility affecting stock prices', 'Reputational damage due to investments in environmentally harmful industries', 'Increased insurance costs for climate-related damages', 'Changes in consumer behavior towards sustainable investments']","[
  ""Regularly update software and security patches"",
  ""Implement strong password policies"",
  ""Provide regular security training for employees"",
  ""Implement network segmentation"",
  ""Regularly backup important data"",
  ""Utilize encryption for sensitive data""
]"
109,40,Financials,4020,Diversified Financials,402030,Capital Markets,40203030,Diversified Capital Markets,"Financial institutions primarily engaged in diversified capital markets activities, including a significant presence in at least two of the following area: large/major corporate lending, investment banking, brokerage and asset management. Excludes less diversified companies classified in the Asset Management & Custody Banks or Investment Banking & Brokerage sub-industries. Also excludes companies classified in the Banks or Insurance industry groups or the Consumer Finance Sub-Industry.","['Physical risks from extreme weather events such as hurricanes or wildfires', 'Regulatory risks from changing climate-related laws and regulations', 'Reputational risks from public perception of the company's stance on climate change', 'Litigation risks from potential lawsuits related to climate change impacts', 'Market risks from changes in investor preferences towards more sustainable investments']","['Ensure regular backups are in place', 'Implement strong password policies', 'Train employees on cybersecurity best practices']"
110,40,Financials,4020,Diversified Financials,402030,Capital Markets,40203040,Financial Exchanges & Data,"Financial exchanges for securities, commodities, derivatives and other financial instruments, and providers of financial decision support tools and products including ratings agencies","['Physical risks related to extreme weather events such as hurricanes and flooding', 'Transition risks related to changing regulations and market preferences for sustainable investments', 'Reputational risks related to the company's response to climate change issues', 'Legal risks related to potential lawsuits for lack of disclosure or misrepresentation of climate-related risks', 'Operational risks related to disruptions in supply chains due to climate-related events']","['Ensure regular backups of critical data', 'Implement multi-factor authentication', 'Regularly update software and systems', 'Train employees on cybersecurity best practices', 'Establish a response plan in case of a security breach']"
111,40,Financials,4020,Diversified Financials,402040,"Mortgage Real Estate Investment 
 Trusts (REITs)",40204010,Mortgage REITs,"Companies or Trusts that service, originate, purchase and/or securitize residential and/or commercial mortgage loans. Includes trusts that invest in mortgage-backed securities and other mortgage related assets.","['Natural disasters (e.g. hurricanes, flooding), regulatory changes impacting real estate market, economic downturns affecting mortgage repayment rates']","['Implementing strict access control measures', 'Regularly backing up data', 'Training employees on cybersecurity best practices', 'Implementing multi-factor authentication', 'Regularly monitoring network activity']"
112,40,Financials,4030,Insurance,403010,Insurance,40301010,Insurance Brokers,Insurance and reinsurance brokerage firms.,"['Natural disasters (such as hurricanes, floods, wildfires)', 'Damage to property and infrastructure from extreme weather events', 'Risk of claims related to climate change impacts (e.g. rising sea levels)', 'Increased demand for coverage of renewable energy projects', 'Regulatory changes in response to climate-related risks', 'Potential liability for failure to adequately assess and manage climate risks']","['','','','','','']"
113,40,Financials,4030,Insurance,403010,Insurance,40301020,Life & Health Insurance,"Companies providing primarily life, disability, indemnity or supplemental health insurance. Excludes managed care companies classified in the Managed Health Care Sub-Industry.","['Extreme weather events', 'Shifting regulatory landscape', 'Changes in health patterns due to climate change', 'Increased risk of infectious diseases', 'Physical damage to company assets due to climate-related events']","['Ensure regular software updates', 'Implement encryption for sensitive data', 'Backup data regularly', 'Train employees on cybersecurity best practices']"
114,40,Financials,4030,Insurance,403010,Insurance,40301030,Multi-line Insurance,"Insurance companies with diversified interests in life, health and property and casualty insurance.","['Natural disasters (e.g. hurricanes, floods, wildfires)', 'Increase in health insurance claims due to climate-related illnesses', 'Property damage from extreme weather events', 'Decrease in life insurance policy payouts due to shortened life expectancy from climate-related issues']","['Implementing regular security updates and patches', 'Conducting regular security audits and assessments', 'Implementing multifactor authentication for sensitive accounts', 'Providing regular cybersecurity training for employees', 'Backing up data regularly and securely', 'Implementing encryption for sensitive data', 'Setting up firewalls and intrusion detection systems', 'Establishing incident response and security incident management processes', 'Implementing access controls and least privilege principles', 'Regularly monitoring and analyzing network traffic']"
115,40,Financials,4030,Insurance,403010,Insurance,40301040,Property & Casualty Insurance,Companies providing primarily property and casualty insurance.,"['Extreme weather events', 'Natural disasters', 'Climate change regulation and policy risks', 'Increasing frequency and severity of claims']","['Ensure regular backups of data', 'Implement strong password policies', 'Conduct regular security trainings for employees', 'Use up-to-date antivirus software', 'Implement network segmentation']"
116,40,Financials,4030,Insurance,403010,Insurance,40301050,Reinsurance,Companies providing primarily reinsurance.,"['Increased frequency and severity of natural disasters', 'Regulatory changes impacting insurance premiums', 'Litigation risk from stakeholders affected by climate change', 'Decreased asset value of investments in high-risk areas', 'Demand for climate-related disclosure from stakeholders', 'Increased insurance claims due to climate-related events']","['Perform regular security assessments', 'Implement encryption for sensitive data', 'Train employees on security best practices', 'Backup data regularly', 'Create a detailed incident response plan']"
117,45,Information Technology,4510,Software & Services,451020,IT Services,45102010,IT Consulting & Other Services,Providers of information technology and systems integration services not classified in the Data Processing & Outsourced Services Sub-Industry. Includes information technology consulting and information management services.,"[
'Extreme weather events affecting data centers and IT infrastructure',
'Cybersecurity threats and data breaches',
'Increased energy costs impacting operations',
'Regulatory changes related to carbon emissions and energy usage',
'Disruption of supply chains due to climate-related events',
'Potential damage to reputation from not addressing climate change risks'
]","['Ensure regular software updates', 'Implement strong access controls', 'Train employees on cybersecurity best practices', 'Back up data regularly', 'Monitor network traffic for suspicious activity']"
118,45,Information Technology,4510,Software & Services,451020,IT Services,45102020,Data Processing & Outsourced Services,Providers of commercial electronic data processing and/or business process outsourcing services. Includes companies that provide services for back-office automation.,"[
  'Potential disruptions to operations due to extreme weather events',
  'Increased energy costs and supply chain disruptions due to climate change impacts',
  'Damage to infrastructure from natural disasters leading to downtime',
  'Regulatory risks related to carbon emissions and environmental sustainability',
  'Reputational risks from failure to adopt environmentally friendly practices'
]","['Implementing regular backups', 'Implementing strong password policies', 'Training employees on cybersecurity best practices', 'Implementing network security measures', 'Regularly updating software and systems', 'Monitoring and logging system activities']"
119,45,Information Technology,4510,Software & Services,451020,IT Services,45102030,Internet Services & Infrastructure,Companies providing services and infrastructure for the internet industry including data centers and cloud networking and storage infrastructure. Also includes companies providing web hosting services. Excludes companies classified in the Software Industry.,"[
'Extreme weather events affecting data centers and cloud storage facilities',
'Rising sea levels posing a threat to data centers located near coastlines',
'Power outages disrupting internet services and data centers',
'Increased frequency and severity of cyber attacks targeting cloud networking infrastructure',
'Data breaches compromising sensitive information stored on web hosting servers',
'Disruption of internet connectivity due to climate-related damages to infrastructure',
'Higher costs for energy and cooling in data centers due to extreme temperatures'
]","['Implementing regular security updates', 'Employee training on cybersecurity best practices']"
120,45,Information Technology,4510,Software & Services,451030,Software,45103010,Application Software,"Companies engaged in developing and producing software designed for specialized applications for the business or consumer market. Includes enterprise and technical software, as well as cloud-based software. Excludes companies classified in the Interactive Home Entertainment Sub-Industry. Also excludes companies producing systems or database management software classified in the Systems Software Sub-Industry.","[
'Increased energy costs due to higher demand for cooling systems in data centers',
'Disruption of cloud-based software services due to extreme weather events',
'Potential damage to physical infrastructure from severe weather conditions',
'Disruption in supply chain due to climate-related disasters affecting hardware components',
'Increase in insurance costs to cover climate-related risks'
]","[""implementing regular security updates and patches"", ""conducting regular security audits and vulnerability assessments"", ""ensuring all employees receive adequate cybersecurity training"", ""implementing multi-factor authentication for sensitive systems"", ""establishing a response plan for data breaches""]"
121,45,Information Technology,4510,Software & Services,451030,Software,45103020,Systems Software,Companies engaged in developing and producing systems and database management software.,"[
""Supply chain disruptions due to extreme weather events"",
""Increased operational costs due to regulatory changes related to climate"",
""Data security risks from potential natural disasters affecting servers and data centers"",
""Reputation damage from perceived lack of sustainability efforts in a tech industry"",
""Decreased productivity and employee health issues from rising temperatures in office environments""
]","['Implementing regular security updates', 'Implementing proper access control measures', 'Conducting regular security trainings for employees']"
122,45,Information Technology,4520,Technology Hardware & Equipment,452010,Communications Equipment,45201020,Communications Equipment,"Manufacturers of communication equipment and products, including LANs, WANs, routers, telephones, switchboards and exchanges. Excludes cellular phone manufacturers classified in the Technology Hardware, Storage & Peripherals Sub-Industry.","[
    'Supply chain disruptions due to extreme weather events',
    'Increased energy costs due to climate change regulations',
    'Damage to infrastructure from natural disasters',
    'Decreased demand for non-essential communication equipment during economic downturns'
]","['Ensure regular software updates', 'Implement strong access controls', 'Regularly back up data', 'Train employees on cybersecurity best practices', 'Use encryption tools for sensitive data']"
123,45,Information Technology,4520,Technology Hardware & Equipment,452020,"Technology Hardware, Storage & Peripherals",45202030,"Technology Hardware, Storage & Peripherals","Manufacturers of cellular phones, personal computers, servers, electronic computer components and peripherals. Includes data storage components, motherboards, audio and video cards, monitors, keyboards, printers, and other peripherals. Excludes semiconductors classified in the Semiconductors Sub-Industry.","['Extreme weather events (such as hurricanes, floods, and droughts)', 'Supply chain disruptions due to climate-related impacts', 'Increased energy costs due to climate change', 'Regulatory changes affecting product manufacturing and distribution', 'Damage to physical infrastructure from climate-related events', 'Shifting consumer preferences towards sustainable products', 'Potential reputation damage from perceived lack of climate action', 'Legal liabilities related to environmental concerns']","['Implement regular staff training on cybersecurity measures', 'Update software and systems regularly to patch vulnerabilities', 'Implement multi-factor authentication for sensitive data access', 'Regularly backup all important data to prevent data loss', 'Establish an incident response plan in case of a security breach']"
124,45,Information Technology,4520,Technology Hardware & Equipment,452030,"Electronic Equipment, Instruments & Components",45203010,Electronic Equipment & Instruments,"Manufacturers of electronic equipment and instruments including analytical, electronic test and measurement instruments, scanner/barcode products, lasers, display screens, point-of-sales machines, and security system equipment.","[
""Supply chain disruption due to extreme weather events"",
""Decreased energy efficiency of electronic equipment in high temperatures"",
""Rising costs of manufacturing due to increased energy consumption and resource scarcity"",
""Risk of damage to facilities from flooding or hurricanes"",
""Increased regulations on electronic waste disposal and recycling"",
""Potential decrease in demand for electronic products in regions heavily affected by climate change""
]","['Ensure regular backups of data', 'Implement strong password policies', 'Provide security awareness training to employees', 'Use multi-factor authentication for sensitive systems']"
125,45,Information Technology,4520,Technology Hardware & Equipment,452030,"Electronic Equipment, Instruments & Components",45203015,Electronic Components,"Manufacturers of electronic components. Includes electronic components, connection devices, electron tubes, electronic capacitors and resistors, electronic coil, printed circuit board, transformer and other inductors, signal processing technology/components.","[
  'Supply chain disruption due to extreme weather events',
  'Increased energy costs for manufacturing processes',
  'Damage to facilities from flooding or other climate-related disasters',
  'Loss of key suppliers due to climate change impacts',
  'Regulatory changes impacting materials sourcing or production methods',
  'Decreased consumer demand for high-energy electronic components'
]","['Ensure regular backups of data', 'Implement strong access controls', 'Train employees on cybersecurity best practices']"
126,45,Information Technology,4520,Technology Hardware & Equipment,452030,"Electronic Equipment, Instruments & Components",45203020,Electronic Manufacturing Services,Producers of electronic equipment mainly for the OEM (Original Equipment Manufacturers) markets.,"['Supply chain disruptions due to extreme weather events', 'Increase in energy costs from climate-related regulations', 'Damage to manufacturing facilities from natural disasters', 'Decrease in demand for electronic equipment due to changes in consumer behavior towards sustainability', 'Risk of reputational damage for not being environmentally conscious']","[""Implementing regular employee training on cybersecurity measures"", ""Regularly updating software and systems to prevent vulnerabilities"", ""Enforcing strict access control measures to limit unauthorized access"", ""Regularly backing up important data in case of a cyber attack"", ""Hiring external security experts to conduct regular security audits""]"
127,45,Information Technology,4520,Technology Hardware & Equipment,452030,"Electronic Equipment, Instruments & Components",45203030,Technology Distributors,"Distributors of technology hardware and equipment. Includes distributors of communications equipment, computers & peripherals, semiconductors, and electronic equipment and components.","['Extreme weather events', 'Supply chain disruptions', 'Increased energy costs', 'Regulatory changes related to carbon emissions', 'Decreased consumer demand for technology products due to economic downturns', 'Legal liabilities related to e-waste disposal']","['Training and awareness programs for employees', 'Regular backups of critical data', 'Implementing strong access controls', 'Regular security assessments and audits', 'Implementing disaster recovery plans']"
128,45,Information Technology,4530,Semiconductors & Semiconductor Equipment,453010,Semiconductors & Semiconductor Equipment,45301010,Semiconductor Equipment,"Manufacturers of semiconductor equipment, including manufacturers of the raw material and equipment used in the solar power industry.","['Extreme weather events, supply chain disruptions, regulatory changes, increased operational costs, damage to infrastructure, water scarcity, reputational damage, fluctuating energy prices']","['Ensure regular backups of sensitive data', 'Implement firewalls and cybersecurity measures', 'Train employees on cybersecurity best practices', 'Have a disaster recovery plan in place']"
129,45,Information Technology,4530,Semiconductors & Semiconductor Equipment,453010,Semiconductors & Semiconductor Equipment,45301020,Semiconductors,"Manufacturers of semiconductors and related products, including manufacturers of solar modules and cells.","['Supply chain disruptions due to extreme weather events', 'Regulatory changes impacting emissions standards', 'Increasing energy costs affecting production processes', 'Physical damage to facilities from natural disasters', 'Reputational damage from unsustainable manufacturing practices']","['Implementing regular software updates', 'Implementing strong encryption measures', 'Employee training on cybersecurity best practices', 'Implementing multi-factor authentication', 'Regular data backups and disaster recovery planning']"
130,50,Communication Services,5010,Telecommunication Services,501010,Diversified Telecommunication Services,50101010,Alternative Carriers,Providers of communications and high-density data transmission services primarily through a high bandwidth/fiber-optic cable network.,"[""1. Damage to infrastructure due to extreme weather events such as hurricanes or heavy storms"",
""2. Disruption of services caused by power outages or physical damage to cables"",
""3. Increased costs for maintaining and repairing infrastructure in areas prone to climate-related risks"",
""4. Potential loss of customers due to service interruptions or delays caused by climate events"",
""5. Regulatory changes related to climate adaptation and mitigation measures impacting operations"",
""6. Risks of wildfires or other natural disasters affecting network infrastructure"",
""7. Impacts on supply chain and vendor relationships due to climate-related disruptions""]","['Implementing regular backups', 'Training employees on cybersecurity best practices', 'Implementing multi-factor authentication', 'Regularly updating software and security systems']"
131,50,Communication Services,5010,Telecommunication Services,501010,Diversified Telecommunication Services,50101020,Integrated Telecommunication Services,Operators of primarily fixed-line telecommunications networks and companies providing both wireless and fixed-line telecommunications services not classified elsewhere. Also includes internet service providers offering internet access to end users.,"['Climate change leading to extreme weather events such as hurricanes, floods, and wildfires', 'Rising sea levels leading to damage to infrastructure', 'Increased temperatures leading to overheating of equipment', 'Disruption of communication networks due to extreme weather events']","[""1. Implementing regular security patches and updates"",
 ""2. Conducting regular vulnerability assessments and penetration testing"",
 ""3. Enforcing strong password policies and multi-factor authentication"",
 ""4. Implementing data encryption for sensitive information"",
 ""5. Providing cybersecurity awareness training for employees""]"
132,50,Communication Services,5010,Telecommunication Services,501020,Wireless Telecommunication Services,50102010,Wireless Telecommunication Services,Providers of primarily cellular or wireless telecommunication services.,"['Extreme weather events impacting infrastructure', 'Rising sea levels affecting coastal towers', 'Increased frequency of natural disasters disrupting operations', 'Regulatory changes related to climate change impacting operations', 'Supply chain disruptions due to climate-related events']","['Ensure regular backups of important data', 'Implement strong password policies', 'Train employees on cybersecurity best practices', 'Utilize encryption for sensitive data', 'Regularly update software and systems', 'Implement multi-factor authentication']"
133,50,Communication Services,5020,Media & Entertainment,502010,Media,50201010,Advertising,"Companies providing advertising, marketing or public relations services.","[
""Rising energy costs"",
""Extreme weather events disrupting operations"",
""Changes in consumer behavior due to climate concerns"",
""Regulatory changes impacting advertising practices"",
""Supply chain disruptions due to climate-related issues""
]","['Increase training and awareness on cybersecurity measures', 'Regularly update software and security systems', 'Implement access controls and encryption', 'Develop a business continuity plan', 'Regularly conduct security audits and pen-testing']"
134,50,Communication Services,5020,Media & Entertainment,502010,Media,50201020,Broadcasting,"Owners and operators of television or radio broadcasting systems, including programming. Includes radio and television broadcasting, radio networks, and radio stations.","['Extreme weather events affecting broadcasting infrastructure', 'Disruption of broadcasting operations due to power outages or other weather-related incidents', 'Loss of advertising revenue due to climate-related disruptions impacting programming schedules', 'Increased costs for insurance coverage due to heightened climate risks', 'Potential loss of audience due to disruptions in service caused by climate events']","['Establish regular communication and collaboration between team members', 'Implement regular backups of critical data', 'Develop a contingency plan for potential disruptions', 'Provide training and resources to prevent human error', 'Implement strong cybersecurity measures to protect against potential breaches']"
135,50,Communication Services,5020,Media & Entertainment,502010,Media,50201030,Cable & Satellite,Providers of cable or satellite television services. Includes cable networks and program distribution.,"['Increasing frequency and intensity of extreme weather events impacting operations', 'Regulatory risks related to environmental policies and carbon emissions', 'Decreased consumer demand due to climate change awareness and preferences for sustainable businesses', 'Physical risks to infrastructure from sea level rise and natural disasters', 'Rising energy costs affecting operations and profitability']","['Maintain a communication plan', 'Implement regular risk assessments', 'Ensure backup and recovery processes are in place', 'Institute proper training for staff', 'Establish a contingency plan']"
136,50,Communication Services,5020,Media & Entertainment,502010,Media,50201040,Publishing,"Publishers of newspapers, magazines and books in print or electronic formats.","['rising energy costs', 'increased frequency of extreme weather events affecting distribution', 'decreased demand for print materials due to climate change awareness and digital shift']","['Implement regular security patches and updates', 'Conduct regular security audits', 'Implement multi-factor authentication', 'Educate employees on cybersecurity best practices', 'Backup data regularly']"
137,50,Communication Services,5020,Media & Entertainment,502020,Entertainment,50202010,Movies & Entertainment,"Companies that engage in producing and selling entertainment products and services, including companies engaged in the production, distribution and screening of movies and television shows, producers and distributors of music, entertainment theaters and sports teams. Also includes companies offering and/or producing entertainment content streamed online.","['Extreme weather events such as hurricanes disrupting filming locations', 
'Economic downturns affecting consumer spending on entertainment products and services', 
'Changes in consumer preferences towards more sustainable entertainment options', 
'Legal and reputational risks related to content that may be considered offensive or inappropriate', 
'Interruptions in streaming services due to cyber attacks or technical issues']","['Train employees on cybersecurity best practices', 'Implement firewalls and antivirus software', 'Regularly backup data', 'Conduct regular security audits', 'Create an incident response plan']"
